,Time,Position,Velocity,Voltage,Force
372,5.893073,-0.0641146206896551,-0.0104538692118539,0.3,-55.991
373,5.908695,-0.0642983448275862,-0.011924707897636,0.3,-56.5177
374,5.924315,-0.0644871724137931,-0.0104545384308036,0.3,-55.8048
375,5.939937,-0.0646249655172413,-0.0101275099415371,0.3,-55.5095
376,5.955558,-0.0648035862068965,-0.0086030303387056,0.3,-55.5913
377,5.986801,-0.0650281379310344,-0.0104543153483006,0.3,-56.0818
378,6.002422,-0.0652935172413793,-0.0140482860163929,0.3,-54.8783
379,6.018043,-0.0654670344827586,-0.0098011297788782,0.3,-54.8693
380,6.033664,-0.065599724137931,-0.0098008160724551,0.3,-55.437
381,6.049286,-0.0657732413793103,-0.0072962409201682,0.3,-55.4459
383,6.080528,-0.0660743448275862,-0.0192743213593564,0.3,-54.7783
384,6.09615,-0.0662427586206896,-0.0069693948502119,0.3,-54.0018
386,6.127393,-0.066523448275862,-0.0182954422539059,0.3,-54.6786
387,6.143014,-0.0666867586206896,-0.0069695435655335,0.3,-53.8701
389,6.174257,-0.066967448275862,-0.0179687379279438,0.3,-54.288
390,6.189878,-0.0671307586206896,-0.0066429879612397,0.3,-54.2561
392,6.22112,-0.0673910344827586,-0.0173142208821344,0.3,-54.2289
393,6.236742,-0.0675492413793103,-0.0065338076720734,0.3,-53.5386
395,6.267985,-0.0678095172413793,-0.0166619206240939,0.3,-53.584
396,6.283606,-0.0679575172413793,-0.0083309603120467,0.3,-52.9165
397,6.299227,-0.0680697931034482,-0.0081673467270463,0.3,-53.3298
398,6.314849,-0.0682126896551724,-0.0091477211269536,0.3,-53.9474
399,6.330469,-0.0683555862068965,-0.006098480751302,0.3,-53.1389
401,6.361712,-0.0686056551724138,-0.015355103320243,0.3,-52.6439
402,6.377333,-0.0687383448275862,-0.0075139589888824,0.3,-52.4668
403,6.392955,-0.0688404137931034,-0.0075139589888824,0.3,-52.6394
404,6.408576,-0.0689731034482758,-0.0086576646380089,0.3,-52.376
405,6.424197,-0.0691108965517241,-0.0076773059234235,0.3,-52.1625
406,6.439819,-0.0692129655172413,-0.0073506120543418,0.3,-50.9228
407,6.45544,-0.0693405517241379,-0.005444955910573,0.3,-51.4359
409,6.486683,-0.06956,-0.0140482860163938,0.3,-52.0263
410,6.502304,-0.0696875862068965,-0.0053360567923617,0.3,-52.049
412,6.533547,-0.0698968275862068,-0.0133948773644679,0.3,-51.2861
413,6.549168,-0.0700193103448275,-0.0066974386822337,0.3,-51.7492
414,6.564789,-0.0701060689655172,-0.0066974386822337,0.3,-51.2543
