Epochs = 171000 of 200000, Loss = 904.1088, params = (12.046371459960938, 15.031416893005371, -5.047383785247803)
Epochs = 172000 of 200000, Loss = 904.1088, params = (12.046370506286621, 15.031416893005371, -5.047383785247803)
Epochs = 173000 of 200000, Loss = 904.1089, params = (12.04637336730957, 15.03141975402832, -5.047382354736328)
Epochs = 174000 of 200000, Loss = 904.1088, params = (12.046374320983887, 15.031420707702637, -5.047384262084961)
Epochs = 175000 of 200000, Loss = 904.1089, params = (12.046375274658203, 15.031420707702637, -5.0473856925964355)
Epochs = 176000 of 200000, Loss = 904.1087, params = (12.04637336730957, 15.031417846679688, -5.047380447387695)
Epochs = 177000 of 200000, Loss = 904.1089, params = (12.046371459960938, 15.031418800354004, -5.047385215759277)
Epochs = 178000 of 200000, Loss = 904.1089, params = (12.046375274658203, 15.031421661376953, -5.04737663269043)
Epochs = 179000 of 200000, Loss = 904.1089, params = (12.046372413635254, 15.031418800354004, -5.0473833084106445)
Epochs = 180000 of 200000, Loss = 904.1088, params = (12.046374320983887, 15.031420707702637, -5.04738712310791)
Epochs = 181000 of 200000, Loss = 904.1089, params = (12.046377182006836, 15.031426429748535, -5.047390937805176)
Epochs = 182000 of 200000, Loss = 904.1087, params = (12.046375274658203, 15.031421661376953, -5.047382354736328)
Epochs = 183000 of 200000, Loss = 904.1088, params = (12.04637336730957, 15.03141975402832, -5.0473809242248535)
Epochs = 184000 of 200000, Loss = 904.1089, params = (12.046377182006836, 15.03142261505127, -5.047384738922119)
Epochs = 185000 of 200000, Loss = 904.1087, params = (12.046375274658203, 15.03142261505127, -5.047379493713379)
Epochs = 186000 of 200000, Loss = 904.1088, params = (12.04637336730957, 15.03141975402832, -5.0473833084106445)
Epochs = 187000 of 200000, Loss = 904.1087, params = (12.046374320983887, 15.031421661376953, -5.047384738922119)
Epochs = 188000 of 200000, Loss = 904.1088, params = (12.046374320983887, 15.031420707702637, -5.0473856925964355)
Epochs = 189000 of 200000, Loss = 904.1089, params = (12.046371459960938, 15.03141975402832, -5.0473833084106445)
Epochs = 190000 of 200000, Loss = 904.1087, params = (12.046367645263672, 15.031415939331055, -5.047384262084961)
Epochs = 191000 of 200000, Loss = 904.1087, params = (12.04637336730957, 15.03141975402832, -5.047383785247803)
Epochs = 192000 of 200000, Loss = 904.1087, params = (12.04637336730957, 15.031418800354004, -5.047384738922119)
Epochs = 193000 of 200000, Loss = 904.1088, params = (12.046369552612305, 15.031415939331055, -5.047379970550537)
Epochs = 194000 of 200000, Loss = 904.1089, params = (12.046372413635254, 15.03141975402832, -5.0473809242248535)
Epochs = 195000 of 200000, Loss = 904.1087, params = (12.046371459960938, 15.031420707702637, -5.0473833084106445)
Epochs = 196000 of 200000, Loss = 904.1088, params = (12.046372413635254, 15.031418800354004, -5.047379016876221)
Epochs = 197000 of 200000, Loss = 904.1089, params = (12.046374320983887, 15.03142261505127, -5.0473856925964355)
Epochs = 198000 of 200000, Loss = 904.1088, params = (12.046370506286621, 15.031417846679688, -5.047379493713379)
Epochs = 199000 of 200000, Loss = 904.1088, params = (12.046370506286621, 15.031418800354004, -5.04738712310791)
RMSE LLS:  41.368355689647046
RMSE after training:  41.383541776464604
Elapsed:  1172.0946176052094
